imdb,year,title,code
tf0119822,1997,As Good as It Gets,1997PASS
tf0119874,1997,The Peacemaker,1997FAIL
tf0119925,1997,The Postman,1997FAIL
tf0119942,1998,Primary Colors,1998PASS
tf0120082,1997,Scream 2,1997PASS
tf0120094,1997,Selena,1997PASS
tf0120108,1998,The Proposition,1998FAIL
tf0120133,1997,A Simple Wish,1997PASS
tf0120148,1998,Sliding Doors,1998PASS
tf0120152,1997,Smillas Sense of Snow,1997PASS
tf0120177,1997,Spawn,1997PASS
tf0120184,1998,Sphere,1998FAIL
tf0120201,1997,Starship Troopers,1997PASS
tf0120321,1998,Smoke Signals,1998PASS
tf0120338,1997,Titanic,1997PASS
tf0120363,1999,Toy Story 2,1999FAIL
tf0120382,1998,The Truman Show,1998FAIL
tf0120458,1999,Virus,1999FAIL
tf0120461,1997,Volcano,1997PASS
tf0120577,1998,54,1998FAIL
tf0120586,1998,American History X,1998FAIL
tf0120591,1998,Armageddon,1998FAIL
tf0120601,1999,Being John Malkovich,1999PASS
tf0120603,1998,Beloved,1998PASS
tf0120611,1998,Blade,1998FAIL
tf0120616,1999,The Mummy,1999FAIL
tf0120623,1998,A Bugs Life,1998PASS
tf0120630,2000,Chicken Run,2000PASS
tf0120631,1998,Ever After,1998PASS
tf0120647,1998,Deep Impact,1998PASS
tf0120655,1999,Dogma,1999FAIL
tf0120657,1999,The 13th Warrior,1999FAIL
tf0120660,1998,Enemy of the State,1998FAIL
tf0120663,1999,Eyes Wide Shut,1999PASS
tf0120667,2005,Fantastic Four,2005FAIL
tf0120669,1998,Fear and Loathing in Las Vegas,1998FAIL
tf0120679,2002,Frida,2002FAIL
tf0120681,2001,From Hell,2001FAIL
tf0120685,1998,Godzilla,1998FAIL
tf0120686,1998,Stepmom,1998PASS
tf0120689,1999,The Green Mile,1999FAIL
tf0120694,1998,Halloween H20: 20 Years Later,1998PASS
tf0120735,1998,"Lock, Stock and Two Smoking Barrels",1998FAIL
tf0120737,2001,The Lord of the Rings: The Fellowship of the Ring,2001FAIL
tf0120738,1998,Lost in Space,1998PASS
tf0120744,1998,The Man in the Iron Mask,1998FAIL
tf0120746,1998,The Mask of Zorro,1998FAIL
tf0120749,1998,Mercury Rising,1998FAIL
tf0120762,1998,Mulan,1998FAIL
tf0120768,1998,The Negotiator,1998FAIL
tf0120780,1998,Out of Sight,1998FAIL
tf0120784,1999,Payback,1999FAIL
tf0120791,1998,Practical Magic,1998PASS
tf0120794,1998,The Prince of Egypt,1998FAIL
tf0120800,1998,Quest for Camelot,1998PASS
tf0120804,2002,Resident Evil,2002PASS
tf0120812,1998,Rush Hour,1998PASS
tf0120813,1998,Safe Men,1998FAIL
tf0120815,1998,Saving Private Ryan,1998FAIL
tf0120828,1998,Six Days Seven Nights,1998FAIL
tf0120831,1998,Slums of Beverly Hills,1998PASS
tf0120844,1998,Star Trek: Insurrection,1998PASS
tf0120855,1999,Tarzan,1999FAIL
tf0120863,1998,The Thin Red Line,1998FAIL
tf0120877,1998,Vampires (John Carpenters),1998FAIL
tf0120879,1998,Velvet Goldmine,1998FAIL
tf0120890,1998,Wild Things,1998FAIL
tf0120891,1999,Wild Wild West,1999FAIL
tf0120903,2000,X-Men,2000FAIL
tf0120912,2002,Men in Black II,2002FAIL
tf0120913,2000,Titan A.E.,2000PASS
tf0120915,1999,Star Wars: Episode I - The Phantom Menace,1999PASS
tf0120917,2000,The Emperors New Groove,2000PASS
tf0121164,2005,Corpse Bride,2005FAIL
tf0121765,2002,Star Wars: Episode II - Attack of the Clones,2002FAIL
tf0121766,2005,Star Wars: Episode III - Revenge of the Sith,2005FAIL
tf0122459,2000,Return to Me,2000FAIL
tf0122718,1998,Small Soldiers,1998FAIL
tf0122933,1999,Analyze This,1999FAIL
tf0124819,1997,Orgazmo,1997FAIL
tf0125439,1999,Notting Hill,1999PASS
tf0126029,2001,Shrek,2001FAIL
tf0126886,1999,Election,1999PASS
tf0126916,1999,For Love of the Game,1999FAIL
tf0127536,1998,Elizabeth,1998PASS
tf0128442,1998,Rounders,1998FAIL
tf0128445,1998,Rushmore,1998FAIL
tf0128853,1998,Youve Got Mail,1998PASS
tf0128996,1997,Cinderella,1997PASS
tf0129167,1999,The Iron Giant,1999FAIL
tf0129332,1999,Ravenous,1999FAIL
tf0129387,1998,Theres Something About Mary,1998PASS
tf0130827,1998,Run Lola Run,1998FAIL
tf0131646,1999,Wing Commander,1999FAIL
tf0132347,1999,Mystery Men,1999FAIL
tf0133093,1999,The Matrix,1999PASS
tf0133240,2002,Treasure Planet,2002FAIL
tf0133751,1998,The Faculty,1998FAIL
tf0134084,2000,Scream 3,2000PASS
tf0134119,1999,The Talented Mr. Ripley,1999FAIL
tf0134273,1999,8MM,1999FAIL
tf0134619,1998,Disturbing Behavior,1998FAIL
tf0134847,2000,Pitch Black,2000PASS
tf0137523,1999,Fight Club,1999FAIL
tf0138097,1998,Shakespeare in Love,1998PASS
tf0138704,1998,Pi,1998FAIL
tf0138749,2000,The Road to El Dorado,2000FAIL
tf0139134,1999,Cruel Intentions,1999PASS
tf0139239,1999,Go!,1999PASS
tf0139654,2001,Training Day,2001FAIL
tf0142032,2000,Dune,2000PASS
tf0144084,2000,American Psycho,2000FAIL
tf0144117,1999,The Boondock Saints,1999FAIL
tf0144120,1998,Bride of Chucky,1998FAIL
tf0144168,1999,Dick,1999PASS
tf0144640,1999,Three to Tango,1999FAIL
tf0144814,1999,Carrie 2: The Rage,1999PASS
tf0145487,2002,Spider-Man,2002FAIL
tf0145660,1999,Austin Powers: The Spy Who Shagged Me,1999FAIL
tf0146309,2000,Thirteen days,2000FAIL
tf0146316,2001,Lara Croft: Tomb Raider,2001FAIL
tf0146336,1998,Urban Legend,1998PASS
tf0146882,2000,High Fidelity,2000FAIL
tf0147004,1998,Little Voice,1998PASS
tf0147612,1998,Happiness,1998PASS
tf0147800,1999,10 Things I Hate About You,1999PASS
tf0149691,1999,Anywhere But Here,1999FAIL
tf0151568,1999,Topsy-Turvy,1999PASS
tf0151804,1999,Office Space,1999FAIL
tf0154420,1998,Festen (The Celebration),1998FAIL
tf0155711,1999,Flawless,1999FAIL
tf0155776,1999,Jawbreaker,1999PASS
tf0157503,1999,Drop Dead Gorgeous,1999PASS
tf0158811,1999,Muppets From Space,1999PASS
tf0158983,1999,South Park: Bigger Longer  Uncut,1999FAIL
tf0159365,2003,Cold Mountain,2003PASS
tf0160127,2000,Charlies Angels,2000PASS
tf0160399,2001,Impostor,2001FAIL
tf0161081,2000,What Lies Beneath,2000PASS
tf0161860,2001,Nowhere in Africa,2001PASS
tf0162222,2000,Cast Away,2000FAIL
tf0162346,2001,Ghost World,2001PASS
tf0162661,1999,Sleepy Hollow,1999PASS
tf0162973,1998,Get Real,1998FAIL
tf0163651,1999,American Pie,1999FAIL
tf0163978,2000,The Beach,2000FAIL
tf0164052,2000,Hollow Man,2000PASS
tf0164334,2001,Along Came A Spider,2001PASS
tf0164912,1999,Stuart Little,1999FAIL
tf0165643,1999,Black and White,1999PASS
tf0165929,2000,Romeo Must Die,2000FAIL
tf0165982,2003,Sinbad: Legend of the Seven Seas,2003FAIL
tf0166276,2001,Monkeybone,2001FAIL
tf0166485,1999,Anna and the King,1999FAIL
tf0166813,2002,Spirit: Stallion of the Cimarron,2002FAIL
tf0166924,2001,Mulholland Dr.,2001PASS
tf0167190,2004,Hellboy,2004FAIL
tf0167260,2003,The Lord of the Rings: The Return of the King,2003FAIL
tf0167261,2002,The Lord of the Rings: The Two Towers,2002FAIL
tf0167404,1999,The Sixth Sense,1999FAIL
tf0168629,2000,Dancer in the Dark,2000PASS
tf0168786,2002,Antwone Fisher,2002FAIL
tf0169547,1999,American Beauty,1999PASS
tf0171363,1999,The Haunting,1999PASS
tf0171804,1999,Boys Dont Cry,1999PASS
tf0172493,1999,"Girl, Interrupted",1999PASS
tf0172495,2000,Gladiator,2000FAIL
tf0173716,2000,Cecil B. Demented,2000PASS
tf0175880,1999,Magnolia,1999FAIL
tf0177789,1999,Galaxy Quest,1999FAIL
tf0179116,1999,But Im a Cheerleader,1999PASS
tf0180052,2002,The Adventures of Pluto Nash,2002FAIL
tf0180093,2000,Requiem for a Dream,2000PASS
tf0181316,1999,Blue Streak,1999FAIL
tf0181689,2002,Minority Report,2002FAIL
tf0181739,2001,Osmosis Jones,2001FAIL
tf0181852,2003,Terminator 3: Rise of the Machines,2003PASS
tf0181875,2000,Almost Famous,2000PASS
tf0181984,2000,Boiler Room,2000FAIL
tf0182508,2000,Urbania,2000FAIL
tf0183523,2000,Mission to Mars,2000FAIL
tf0183649,2002,Phone Booth,2002FAIL
tf0183790,2001,A Knights Tale,2001FAIL
tf0184894,2000,Shanghai Noon,2000FAIL
tf0185431,2000,Little Nicky,2000FAIL
tf0185937,1999,The Blair Witch Project,1999PASS
tf0187078,2000,Gone in Sixty Seconds,2000FAIL
tf0187393,2000,The Patriot,2000FAIL
tf0187738,2002,Blade II,2002FAIL
tf0190138,2000,The Whole Nine Yards,2000PASS
tf0190332,2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",2000PASS
tf0190590,2000,"O Brother, Where Art Thou?",2000FAIL
tf0190641,1999,Pocket Monsters: Mewtwo Strikes Back!,1999FAIL
tf0190865,2000,Vertical Limit,2000FAIL
tf0191754,2000,28 Days,2000PASS
tf0195234,2000,Saving Grace,2000PASS
tf0195685,2000,Erin Brockovich,2000PASS
tf0195714,2000,Final Destination,2000FAIL
tf0196229,2001,Zoolander,2001PASS
tf0198021,2000,Where the Heart Is,2000PASS
tf0198781,2001,"Monsters, Inc.",2001FAIL
tf0199626,2003,In the Cut,2003PASS
tf0199725,2000,Love  Basketball,2000PASS
tf0199753,2000,Red Planet,2000FAIL
tf0200465,2008,The Bank Job,2008PASS
tf0200550,2000,Coyote Ugly,2000FAIL
tf0202677,2000,The Way of the Gun,2000FAIL
tf0203009,2001,Moulin Rouge!,2001PASS
tf0203119,2000,Sexy Beast,2000FAIL
tf0204946,2000,Bring It On,2000PASS
tf0206275,2001,Save the Last Dance,2001PASS
tf0206634,2006,Children of Men,2006PASS
tf0207201,2000,What Women Want,2000FAIL
tf0208092,2000,Snatch.,2000FAIL
tf0209144,2000,Memento,2000FAIL
tf0209475,2001,The Wedding Planner,2001PASS
tf0209958,2000,The Cell,2000FAIL
tf0210299,2000,Songcatcher,2000PASS
tf0210616,2000,Center Stage,2000PASS
tf0210945,2000,Remember the Titans,2000FAIL
tf0211443,2001,Jason X,2001PASS
tf0212338,2000,Meet the Parents,2000FAIL
tf0212346,2000,Miss Congeniality,2000PASS
tf0212712,2004,2046,2004PASS
tf0212720,2001,Artificial Intelligence: AI,2001FAIL
tf0212985,2001,Hannibal,2001PASS
tf0213149,2001,Pearl Harbor,2001FAIL
tf0213203,2000,Rugrats in Paris:,2000PASS
tf0217505,2002,Gangs of New York,2002FAIL
tf0217869,2000,Unbreakable,2000FAIL
tf0218817,2001,Antitrust,2001FAIL
tf0218839,2000,Best in Show,2000PASS
tf0219699,2000,The Gift,2000FAIL
tf0221027,2001,Blow,2001FAIL
tf0221218,2001,The Glass House,2001PASS
tf0221889,2000,Beautiful Creatures,2000PASS
tf0227538,2001,Spy Kids,2001PASS
tf0230011,2001,Atlantis: The Lost Empire,2001FAIL
tf0230600,2001,The Others,2001PASS
tf0232500,2001,The Fast and the Furious,2001FAIL
tf0234215,2003,The Matrix Reloaded,2003PASS
tf0236348,2001,Josie and the Pussycats,2001PASS
tf0238380,2002,Equilibrium,2002FAIL
tf0238546,2002,Queen of the Damned,2002PASS
tf0238924,2002,The Dangerous Lives of Altar Boys,2002FAIL
tf0240200,2005,Water,2005PASS
tf0240462,2001,Dr. Dolittle 2,2001PASS
tf0240772,2001,Oceans Eleven,2001FAIL
tf0241303,2000,Chocolat,2000PASS
tf0241527,2001,Harry Potter and the Sorcerers Stone,2001PASS
tf0242423,2000,"Dude, Wheres My Car",2000FAIL
tf0242587,2001,L.I.E.,2001FAIL
tf0242653,2003,The Matrix Revolutions,2003PASS
tf0242998,2001,Valentine,2001FAIL
tf0243155,2001,Bridget Joness Diary,2001PASS
tf0244000,2001,American Outlaws,2001FAIL
tf0244970,2001,Someone Like You...,2001PASS
tf0245674,2001,Thir13en Ghosts,2001FAIL
tf0246460,2002,Die Another Day,2002FAIL
tf0246578,2001,Donnie Darko,2001FAIL
tf0247638,2001,The Princess Diaries,2001PASS
tf0247745,2001,Super Troopers,2001FAIL
tf0248845,2001,Hedwig and the Angry Inch,2001PASS
tf0249462,2000,Billy Elliot,2000PASS
tf0250494,2001,Legally Blonde,2001PASS
tf0251075,2001,Evolution,2001PASS
tf0251127,2003,How to Lose a Guy in 10 Days,2003FAIL
tf0252076,2002,Maid in Manhattan,2002PASS
tf0252444,2002,Rabbit-Proof Fence,2002PASS
tf0253126,2001,High Heels and Low Lifes,2001PASS
tf0253556,2002,Reign of Fire,2002FAIL
tf0253754,2002,Star Trek: Nemesis,2002FAIL
tf0253867,2002,The Sweetest Thing,2002PASS
tf0256380,2001,Shallow Hal,2001PASS
tf0257001,2000,Pokemon: The Movie 2000,2000FAIL
tf0257076,2003,S.W.A.T.,2003PASS
tf0257360,2002,About Schmidt,2002FAIL
tf0257516,2005,Cursed,2005PASS
tf0257756,2002,High Crimes,2002PASS
tf0258000,2002,Panic Room,2002PASS
tf0258068,2002,The Quiet American,2002FAIL
tf0258273,2001,Lovely and Amazing,2001PASS
tf0258463,2002,The Bourne Identity,2002FAIL
tf0259446,2002,My Big Fat Greek Wedding,2002PASS
tf0259711,2001,Vanilla Sky,2001FAIL
tf0260866,2001,Dont Say A Word,2001PASS
tf0261392,2001,Jay and Silent Bob Strike Back,2001PASS
tf0263488,2001,Jeepers Creepers,2001PASS
tf0264464,2002,Catch Me If You Can,2002FAIL
tf0264761,2001,Kissing Jessica Stein,2001PASS
tf0265086,2001,Black Hawk Down,2001FAIL
tf0265343,2001,Monsoon Wedding,2001PASS
tf0265666,2001,The Royal Tenenbaums,2001PASS
tf0266452,2002,Death to Smoochy,2002FAIL
tf0266543,2003,Finding Nemo,2003FAIL
tf0266697,2003,Kill Bill: Vol. 1,2003PASS
tf0267804,2001,The One,2001FAIL
tf0267913,2002,Scooby-Doo,2002PASS
tf0268126,2002,Adaptation,2002FAIL
tf0268380,2002,Ice Age,2002FAIL
tf0268978,2001,A Beautiful Mind,2001FAIL
tf0268995,2001,The Majestic,2001FAIL
tf0271027,2001,Kiss of the Dragon,2001FAIL
tf0274558,2002,The Hours,2002PASS
tf0275022,2002,Crossroads,2002PASS
tf0275847,2002,Lilo and Stitch,2002PASS
tf0277434,2002,We Were Soldiers,2002PASS
tf0278500,2002,The Importance of Being Earnest,2002PASS
tf0278504,2002,Insomnia,2002FAIL
tf0279113,2002,The Good Girl,2002PASS
tf0280460,2002,The Banger Sisters,2002PASS
tf0280590,2002,Mr Deeds,2002FAIL
tf0280707,2001,Gosford Park,2001PASS
tf0280760,2002,Igby Goes Down,2002FAIL
tf0281373,2002,Snow Dogs,2002FAIL
tf0282209,2003,Darkness Falls,2003FAIL
tf0283003,2002,Spun,2002PASS
tf0283084,2002,Tuck Everlasting,2002PASS
tf0283139,2002,White Oleander,2002PASS
tf0283426,2003,The Jungle Book 2,2003FAIL
tf0283503,2007,Brooklyn Rules,2007PASS
tf0283832,2002,8 femmes,2002PASS
tf0285531,2003,Dreamcatcher,2003FAIL
tf0286106,2002,Signs,2002FAIL
tf0286112,2001,Shaolin Soccer,2001FAIL
tf0286244,2003,Les triplettes de Belleville,2003PASS
tf0286261,2002,All or Nothing,2002PASS
tf0286499,2002,Bend It Like Beckham,2002PASS
tf0286716,2003,Hulk,2003FAIL
tf0287717,2002,Spy Kids 2: Island of Lost Dreams,2002PASS
tf0287978,2003,Daredevil,2003FAIL
tf0289043,2002,28 Days Later...,2002PASS
tf0289408,2002,The Powerpuff Girls,2002PASS
tf0289765,2002,Red Dragon,2002FAIL
tf0289879,2004,The Butterfly Effect,2004FAIL
tf0290095,2002,The Tuxedo,2002FAIL
tf0290334,2003,X2 (X-Men 2),2003PASS
tf0290879,2001,The Legend of Suriyothai,2001PASS
tf0292644,2002,The Rules of Attraction,2002FAIL
tf0293508,2004,The Phantom of the Opera,2004FAIL
tf0293662,2002,The Transporter,2002FAIL
tf0294870,2005,Rent,2005PASS
tf0295178,2002,Austin Powers in Goldmember,2002FAIL
tf0295297,2002,Harry Potter and the Chamber of Secrets,2002PASS
tf0295700,2003,Wrong Turn,2003PASS
tf0295701,2002,xXx,2002FAIL
tf0296166,2002,Real Women Have Curves,2002PASS
tf0296572,2004,The Chronicles of Riddick,2004FAIL
tf0297181,2002,I Spy,2002FAIL
tf0297884,2002,Far from Heaven,2002PASS
tf0298130,2002,The Ring,2002PASS
tf0298148,2004,Shrek 2,2004PASS
tf0298203,2002,8 Mile,2002FAIL
tf0298228,2002,Whale Rider,2002PASS
tf0298814,2003,The Core,2003PASS
tf0299172,2004,Home on the Range,2004PASS
tf0299658,2002,Chicago,2002PASS
tf0300471,2003,Shanghai Knights,2003FAIL
tf0300532,2002,Blue Crush,2002PASS
tf0300556,2003,Timeline,2003FAIL
tf0301357,2003,Goodbye Lenin!,2003PASS
tf0301470,2003,Jeepers Creepers II,2003PASS
tf0302674,2002,Gerry,2002FAIL
tf0303361,2002,May,2002PASS
tf0303816,2002,Cabin Fever,2002PASS
tf0303933,2002,Drumline,2002FAIL
tf0304141,2004,Harry Potter and the Prisoner of  Azkaban,2004PASS
tf0304415,2003,Mona Lisa Smile,2003PASS
tf0304669,2002,The Santa Clause 2,2002FAIL
tf0305357,2003,Charlies Angels: Full Throttle,2003PASS
tf0306047,2003,Scary Movie 3,2003PASS
tf0306685,2003,Cradle 2 the Grave,2003FAIL
tf0307453,2004,Shark Tale,2004FAIL
tf0307479,2002,Solaris,2002FAIL
tf0307901,2002,25th Hour,2002FAIL
tf0308644,2004,Finding Neverland,2004PASS
tf0309593,2003,Final Destination 2,2003PASS
tf0309698,2003,Identity,2003FAIL
tf0310778,2003,Bon voyage,2003PASS
tf0311113,2003,Master and Commander: The Far Side of the World,2003FAIL
tf0311289,2003,Holes,2003FAIL
tf0311429,2003,The League of Extraordinary Gentlemen,2003FAIL
tf0311648,1993,Pieces of April,1993PASS
tf0313737,2002,Two Weeks Notice,2002PASS
tf0314331,2003,Love Actually,2003PASS
tf0315327,2003,Bruce Almighty,2003PASS
tf0315733,2003,21 grams,2003FAIL
tf0315983,2003,House of Sand and Fog,2003PASS
tf0316396,2003,Peter Pan,2003PASS
tf0316654,2004,Spider-Man 2,2004FAIL
tf0317198,2004,Bridget Jones: The Edge of Reason,2004PASS
tf0317219,2006,Cars,2006FAIL
tf0317303,2003,Daddy Day Care,2003PASS
tf0317705,2004,The Incredibles,2004PASS
tf0317740,2003,The Italian Job,2003FAIL
tf0318627,2004,Resident Evil: Apocalypse,2004PASS
tf0319061,2003,Big Fish,2003FAIL
tf0319262,2004,The Day After Tomorrow,2004PASS
tf0319970,2002,Carrie,2002PASS
tf0320661,2005,Kingdom of Heaven,2005FAIL
tf0320691,2003,Underworld,2003FAIL
tf0322259,2003,2 Fast 2 Furious,2003FAIL
tf0322330,2003,Freaky Friday,2003PASS
tf0323944,2003,Shattered Glass,2003FAIL
tf0324133,2003,Swimming Pool,2003PASS
tf0325703,2003,Lara Croft Tomb Raider: The Cradle of Life,2003FAIL
tf0325710,2003,The Last Samurai,2003FAIL
tf0325980,2003,Pirates of the Caribbean: The Curse of the Black Pearl,2003FAIL
tf0327056,2003,Mystic River,2003PASS
tf0327137,2003,Secondhand Lions,2003FAIL
tf0327162,2004,The Stepford Wives,2004PASS
tf0327247,2004,The Whole Ten Yards,2004FAIL
tf0327437,2004,Around the World in 80 Days,2004FAIL
tf0327554,2004,Catwoman,2004PASS
tf0327597,2009,Coraline,2009PASS
tf0327679,2004,Ella Enchanted,2004PASS
tf0327753,2002,Funny Ha Ha,2002PASS
tf0328538,2003,Thirteen,2003PASS
tf0329717,2003,Hollywood Homicide,2003FAIL
tf0330373,2005,Harry Potter and the Goblet of Fire,2005FAIL
tf0331933,2005,Man of the House,2005PASS
tf0332280,2004,The Notebook,2004FAIL
tf0332375,2004,Saved!,2004PASS
tf0332379,2003,The School of Rock,2003FAIL
tf0332452,2004,Troy,2004FAIL
tf0333766,2004,Garden State,2004PASS
tf0333780,2003,"Legally Blonde 2: Red, White  Blonde",2003PASS
tf0335119,2003,Girl with a Pearl Earring,2003PASS
tf0335266,2003,Lost In Translation,2003FAIL
tf0337563,2004,13 Going on 30,2004PASS
tf0337741,2003,Somethings Gotta Give,2003FAIL
tf0337921,2004,Cellular,2004PASS
tf0337978,2007,Live Free or Die Hard,2007FAIL
tf0338013,2004,Eternal Sunshine of the Spotless Mind,2004FAIL
tf0338188,2003,The Missing,2003PASS
tf0338348,2004,The Polar Express,2004FAIL
tf0338427,2005,Shopgirl,2005FAIL
tf0338459,2003,Spy Kids 3-D: Game Over,2003PASS
tf0338526,2004,Van Helsing,2004PASS
tf0338751,2004,The Aviator,2004FAIL
tf0339291,2004,Lemony Snickets A Series of Unfortunate Events,2004PASS
tf0339840,2003,Undead,2003PASS
tf0340855,2003,Monster,2003PASS
tf0342258,2005,Danny the dog,2005FAIL
tf0342272,2005,Dear Wendy,2005FAIL
tf0343660,2004,50 First Dates,2004FAIL
tf0343818,2004,"I, Robot",2004FAIL
tf0344510,2004,A Very Long Engagement,2004PASS
tf0345074,2004,Connie and Carla,2004PASS
tf0346156,2004,Sky Captain and the World of Tomorrow,2004PASS
tf0348150,2006,Superman Returns,2006FAIL
tf0348333,2005,Waiting...,2005PASS
tf0349416,2004,Eulogy,2004PASS
tf0349825,2004,Miracle,2004FAIL
tf0350028,2004,Raising Helen,2004PASS
tf0350258,2004,Ray,2004FAIL
tf0351283,2005,Madagascar,2005FAIL
tf0352248,2005,Cinderella Man,2005FAIL
tf0356470,2004,A Cinderella Story,2004PASS
tf0356721,2004,I Heart Huckabees,2004PASS
tf0356910,2005,Mr.  Mrs. Smith,2005FAIL
tf0357110,2005,The Ballad of Jack and Rose,2005PASS
tf0357413,2004,Anchorman: The Legend of Ron Burgundy,2004FAIL
tf0357507,2005,Boogeyman,2005FAIL
tf0358082,2005,Robots,2005FAIL
tf0358273,2005,Walk the Line,2005PASS
tf0359423,2004,A Home at the End of The World,2004FAIL
tf0360201,2004,Wimbledon,2004PASS
tf0360486,2005,Constantine,2005FAIL
tf0360717,2005,King Kong,2005FAIL
tf0361748,2009,Inglourious Basterds,2009FAIL
tf0362165,2005,Son of the Mask,2005FAIL
tf0362227,2004,The Terminal,2004FAIL
tf0362269,2004,Kinsey,2004PASS
tf0362270,2004,The Life Aquatic with Steve Zissou,2004FAIL
tf0362478,2009,The Box,2009PASS
tf0363282,2004,New York Minute,2004FAIL
tf0363547,2004,Dawn of the Dead,2004PASS
tf0363771,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005PASS
tf0363988,2004,Secret Window,2004FAIL
tf0364725,2004,Dodgeball: A True Underdog Story,2004PASS
tf0365748,2004,Shaun of the Dead,2004PASS
tf0365929,2009,Whiteout,2009PASS
tf0366551,2004,Harold and Kumar Go to White Castle,2004PASS
tf0366627,2005,The Jacket,2005FAIL
tf0366780,2005,MirrorMask,2005PASS
tf0366920,2003,Pride and Prejudice,2003PASS
tf0367027,2006,Shortbus,2006PASS
tf0367089,2005,The Squid and the Whale,2005FAIL
tf0367594,2005,Charlie and the Chocolate Factory,2005PASS
tf0367631,2004,D.E.B.S.,2004PASS
tf0367882,2008,Indiana Jones and the Kingdom of the Crystal Skull,2008FAIL
tf0367959,2007,Hannibal Rising,2007FAIL
tf0368447,2004,The Village,2004PASS
tf0368563,2008,Possession,2008PASS
tf0368933,2004,The Princess Diaries 2: Royal Engagement,2004PASS
tf0369339,2004,Collateral,2004FAIL
tf0369436,2008,Four Christmases,2008PASS
tf0369441,2005,Fun with Dick and Jane,2005PASS
tf0369994,2005,Strangers with Candy,2005PASS
tf0370032,2006,Ultraviolet,2006FAIL
tf0370263,2004,AVP: Alien vs. Predator,2004FAIL
tf0371246,2004,Spanglish,2004PASS
tf0371724,2005,The Hitchhikers Guide to the Galaxy,2005FAIL
tf0371746,2008,Iron Man,2008FAIL
tf0372183,2004,The Bourne Supremacy,2004FAIL
tf0372532,2005,The Wedding Date,2005PASS
tf0372588,2004,Team America: World Police,2004FAIL
tf0372784,2005,Batman Begins,2005FAIL
tf0373051,2008,Journey to the Center of the Earth,2008FAIL
tf0373074,2004,Kung Fu Hustle,2004FAIL
tf0373469,2005,Kiss Kiss Bang Bang,2005FAIL
tf0373883,2007,Halloween,2007PASS
tf0373889,2007,Harry Potter and the Order of the Phoenix,2007PASS
tf0374536,2005,Bewitched,2005PASS
tf0374900,2004,Napoleon Dynamite,2004FAIL
tf0375063,2004,Sideways,2004PASS
tf0375210,2005,White Noise,2005FAIL
tf0375568,2009,Astro Boy,2009FAIL
tf0375679,2004,Crash,2004PASS
tf0375912,2004,Layer Cake,2004FAIL
tf0376541,2004,Closer,2004PASS
tf0376994,2006,X-Men: The Last Stand,2006PASS
tf0377062,2004,Flight of the Phoenix,2004FAIL
tf0377092,2004,Mean Girls,2004PASS
tf0377107,2005,Proof,2005PASS
